"particular","organisation_id","deal_id","ledger","deal_name","count"
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,a9e2e4f8-7405-436a-b365-bfe3ef544ad1,QLDB,K6 Private Investors,3
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"141670c0-24cf-46d7-84fb-6a9ec6e68561",Metachain,Vista Flagship VIII ,26
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"8225dcf8-3f4d-4190-874e-c0852a8e5cba",QLDB,Apollo Fund X,94
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"866fceaf-8d8b-4d7b-ae80-9934d71bb000",QLDB,(Growth) BXG II ,56
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"8afeaec0-fbcf-479b-90e2-cc224e031aab",Metachain,"CEP VI Dollar Feeder, S.C.Sp.",9
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,d7e4edd6-a105-440c-b6b0-7174790a09c0,QLDB,"WCAS XIV, L.P.",13
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"5e89c147-399d-4c52-9392-57ffd2569b58",QLDB,Vitruvian Investment Partners VI,8
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,b1ca1a05-6e8c-45d3-b1fc-2a3286c35890,QLDB,"Bain Capital Asia Fund V, L.P.",14
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,d3281471-421a-48bf-a64e-cf1936798407,Metachain,"The Veritas Capital Fund IX, L.P._24PE50",51
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"0588c8b5-f770-4872-ad41-3f691713cf3b",QLDB,"TPG AG Credit Solutions Fund III, L.P._24PE50",1
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"962109a0-f0f1-4061-a7b1-c104e83eebb9",QLDB,PIMCO COF (Corporate Opportunities Fund) IV,6
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"95fba225-4260-469f-97fa-428227e6f62b",QLDB,Bridgepoint Europe VII A LP,21
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"08bff6c4-a32c-4c46-8e2d-ec18238245fc",QLDB,Oaktree Opportunities Fund XII LP_24PE50,1
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"1517d9d6-e9cb-4619-894f-8b2df9582610",Metachain,"Ares Corporate Opportunities Fund VII, L.P.",29
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,c378204d-b992-40ae-873d-6ee37df861d4,QLDB,Tikehau Direct Lending VI RAIF,11
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,a72b7548-c72f-489b-b282-358171e4e724,Metachain,"Atlantic Park Strategic Capital Fund II (Offshore), L.P",72
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"08bff6c4-a32c-4c46-8e2d-ec18238245fc",Metachain,Oaktree Opportunities Fund XII LP_24PE50,23
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"6643a032-0421-438d-986b-e777c766858c",QLDB,Apax Fund XI,8
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"7a496915-7947-457c-bb3d-794f81096c24",Metachain,"Vista Foundation Fund V, L.P._24PE50",35
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"08e22f6e-b260-42c0-b116-fef9abbccebb",Metachain,NB Capital Solutions Fund III Delaware LP_24PE50,55
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"073c6706-65e5-46bb-9b2b-41a9f974f073",QLDB,Bain Europe VI ,137
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"141670c0-24cf-46d7-84fb-6a9ec6e68561",QLDB,"Vista Equity Partners Fund VIII, L.P.",10
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"16e20c28-0070-4377-85d9-a3cbbb0330bc",QLDB,Brookfield Infrastructure Debt Fund III LP,21
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"81d7faa2-12e7-4362-a640-3216578956dc",QLDB,Carlyle Asia Partners VI,203
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,a865b97a-8a21-43d5-9b5b-0d4582ce5a89,QLDB,AEA Fund VIII ,103
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"5901ee59-2e6d-4b55-99ea-3f8a3f178150",Metachain,Genstar Capital Partners XI,85
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"36ee97bc-1cf4-42aa-ad9b-f2eeb31c34e3",Quorum,Blackstone Tactical Opportunities Fund IV L.P.,2
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,ddd30da0-1595-4185-8371-60e2f7d8e0aa,Metachain,"Ares Pathfinder II (Offshore), L.P.",66
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"8a3769cc-7b7e-4a06-96dd-442a77d3d04d",Metachain,NB Private Debt Fund V (A) LP,70
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"8a3769cc-7b7e-4a06-96dd-442a77d3d04d",Accumulate,NB Private Debt Fund V (A) LP,8
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,e1fbb8b8-ee3e-4f48-8812-87542a4a5657,Metachain,EQT X (NO.2) USD SCSP,85
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,ca977014-111d-46e1-b301-e4fe0f43b9f7,Metachain,"17Capital Strategic Lending Fund 6 USD SCSp",283
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"71ec97f7-1fc7-4ac3-a7cd-ffba7c184be9",QLDB,"West Street Loan Partners V Europe (EUR) - Unlevered, SLP",3
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"37fde3f8-b38e-41fd-99cb-897c28be0646",Metachain,PSG VI L.P._24PE50,54
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"89ee2c73-271b-47d8-9429-3f225481ff0b",Metachain,Hg Genesis 10 A L.P.,62
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,aec480a8-322a-4642-90ea-f9b336715f8c,QLDB,Warburg Pincus Global Growth XIV,191
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"718fe41b-dcd8-411f-bdb6-9bb2bce9bbc7",Metachain,"Warburg Pincus Financial Sector III, L.P._24PE50",1
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,b7bc39c5-833e-41e6-8716-e5e078c866be,QLDB,Hellman & Friedman Fund XI,38
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,f294298c-f061-41e2-a5ae-2fb5737f8bed,QLDB,"TPG Partners IX, L.P.",29
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,d7e4edd6-a105-440c-b6b0-7174790a09c0,QLDB,Fund XIV ,10
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,b2d52417-ae4c-4ae9-ad48-48b3859afe13,QLDB,"Fortress Credit Opportunities Fund VI (A), LP",8
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"89ee2c73-271b-47d8-9429-3f225481ff0b",Metachain,Genesis X,161
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,b1477ae4-9ffa-487a-91e1-ff6df915ad05,Metachain,"Ares Corporate Opportunities Fund VII, L.P._24PE50",14
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,f0cda1a3-1453-4c2c-819d-5cf6e8e3e31d,Metachain,Onex Partners VI,1
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"141670c0-24cf-46d7-84fb-6a9ec6e68561",Metachain,"Vista Equity Partners Fund VIII, L.P.",63
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,efca0e84-2b42-42ee-ba01-947e75779025,QLDB,Clayton Dubiler & Rice XII,95
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"6643a032-0421-438d-986b-e777c766858c",QLDB,"Apax XI USD, L.P.",26
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"5e89c147-399d-4c52-9392-57ffd2569b58",Metachain,Vitruvian Investment Partners VI,8
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"36ee97bc-1cf4-42aa-ad9b-f2eeb31c34e3",QLDB,Blackstone Tactical Opportunities Fund IV L.P.,28
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"073c6706-65e5-46bb-9b2b-41a9f974f073",QLDB,"Bain Capital Europe Fund VI, SCSp",7
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"141670c0-24cf-46d7-84fb-6a9ec6e68561",QLDB,Vista Flagship VIII ,26
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"16e20c28-0070-4377-85d9-a3cbbb0330bc",Metachain,Brookfield Infrastructure Debt Fund III LP,21
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"9e400a1f-a4b4-472d-8716-c46c38f8dffb",Metachain,"Thoma Bravo Discover Fund V, L.P._24PE50_",21
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"40e10529-d01d-4713-a2c5-fb1a5ed7ed2b",Metachain,"Oaktree Opportunities Fund XII, L.P.",59
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"404bb42d-5d70-4d26-85a9-d01963f11e45",QLDB,"The Resolute Fund VI, L.P.",11
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"67a5270f-30a4-47ef-b4d1-8dc5c3683f78",QLDB,"Carlyle Credit Opportunities Fund III, L.P.",7
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"4049c6fe-7788-4c82-b0b2-2dd9cdd0faef",Metachain,Hg Saturn 4 A L.P._24PE50,15
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"404bb42d-5d70-4d26-85a9-d01963f11e45",Metachain,"The Resolute Fund VI, L.P.",68
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"90acc6c3-5ddf-4371-bf85-f9dd9001e1e9",QLDB,BSP Debt Fund  V Unlevered (Non US) L.P.,11
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"71ec97f7-1fc7-4ac3-a7cd-ffba7c184be9",Metachain,"West Street Loan Partners V Europe (EUR) - Unlevered, SLP",52
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,ca4c2acc-b01f-476c-a1b6-5a02f468a8ca,Metachain,"One Rock Capital Partners IV, LP_24PE50",33
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"5b185bd5-1d71-406b-bc52-3cce5256a480",QLDB,Apollo Origination Partnership II,8
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"26fd3433-5c2f-4aa9-843d-4d43bd2369ab",QLDB,"TowerBrook Investors VI (Onshore), L.P._24PE50",3
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,e9eaec9e-98cd-4ec5-9e89-a18fd0e24420,Metachain,H.I.G. Whitehorse Middle Market Lending Fund L.P.,63
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,fb2292be-47cd-42bd-b1ca-1f7f393fd929,QLDB,Lone Star Fund XII,10
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,efca0e84-2b42-42ee-ba01-947e75779025,Metachain,Clayton Dubiler & Rice XII,82
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,a69185e6-265c-444f-a28e-232e5abf1306,Metachain,"TA XV-A, LP",226
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,ddd30da0-1595-4185-8371-60e2f7d8e0aa,Metachain,Audax Direct Lending Fund II,15
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"79417414-6877-4a08-ada4-a277bf1f62e0",QLDB,Blackstone Capital Partners IX L.P.,2
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,c378204d-b992-40ae-873d-6ee37df861d4,Metachain,Tikehau Direct Lending VI RAIF,68
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"915cedd3-d92d-407f-b743-4a5ef61848e9",Accumulate,EQT X Agent Side Car (USD) SCSp,5
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,aec480a8-322a-4642-90ea-f9b336715f8c,QLDB,"Warburg Pincus Global Growth 14, L.P.",14
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"21fe86c0-4529-4548-90e6-dd754a4e0d12",QLDB,TowerBrook VI,2
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,f6a7f522-0b52-41ca-bd78-b61e006d55ae,Metachain,American Industrial Partners Capital Fund VIII,3
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,a862f8b6-c177-4102-a6db-0ab8b06666e5,Metachain,Providence Equity Partners IX L.P.,58
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"6709962e-45a6-4d74-9bde-bdcbcbd0f59e",QLDB,Blue Owl Rock Technology Opportunities Fund ORTFC II,10
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"504e13ae-9196-4891-a652-279ae97e2353",Metachain,Golub Capital Direct Lending Unlevered Corporation,70
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"7784c529-00fc-41aa-97ee-80c325add9d4",Metachain,Montagu VII,10
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,b0d98070-579d-4d09-90b6-a34cb1684f2c,Metachain,Albacore Partners Fund IV,9
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"81d7faa2-12e7-4362-a640-3216578956dc",Metachain,"Carlyle Asia Partners VI, L.P.",55
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"808b6315-12fd-48ab-bcaa-7a26d762c0ae",Metachain,Montagu VII (A) SCSp_24PE50,25
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"3e99b57e-f5a0-4e85-a6bb-43c82eba9d5e",QLDB,"Tiger Global Private Investment Partners XVI, L.P.",9
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"36ee97bc-1cf4-42aa-ad9b-f2eeb31c34e3",QLDB,BCP VI ,51
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"182a4475-19dc-420b-819c-6c7f21466ae7",QLDB,Investindustrial VIII SCSp_24PE50,1
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,f294298c-f061-41e2-a5ae-2fb5737f8bed,QLDB,TPG Partners IX,151
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"903b041e-0f1e-4fa5-bd5a-da1523fb9291",QLDB,Monroe Capital Private Credit Fund V,3
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"36ee97bc-1cf4-42aa-ad9b-f2eeb31c34e3",Metachain,BCP VI ,51
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"3e99b57e-f5a0-4e85-a6bb-43c82eba9d5e",QLDB,Tiger Growth Equity XVI,32
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,efca0e84-2b42-42ee-ba01-947e75779025,QLDB,"Clayton, Dubilier & Rice Fund XII, L.P.",20
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"903b041e-0f1e-4fa5-bd5a-da1523fb9291",Metachain,Monroe Capital Private Credit Fund V,131
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,b2a6ba59-8881-4fc7-859a-a9d958883055,Metachain,Pemberton Mid-Market Debt Fund IV SCSp SICAV-RAIF (EUR),67
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,fb2292be-47cd-42bd-b1ca-1f7f393fd929,QLDB,LSF XII ,6
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"2bfe9ecb-fad0-429f-8a0e-9465f3a9ce9a",Metachain,"BPEA Private Equity Fund IX (No.2), SCSp._24PE50",5
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"9cded243-7303-43c7-8345-e8d87aac6e01",Metachain,Strategic Client Fund 3,9
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"0f29e43b-3940-4aff-b84a-b249cf6a879c",Metachain,Partners Group,64
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"1f2c9db7-67df-44ec-92ce-c8dd71f5dace",QLDB,"NewVest Vintage 2023 Aggregator (PD 50), LP",7
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,f6a7f522-0b52-41ca-bd78-b61e006d55ae,QLDB,American Industrial Partners Capital Fund VIII,3
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"419055eb-a79f-4876-9878-ff51e99b2137",Metachain,Crescent European Specialty Lending Fund III (Delaware) LP,67
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"1731feda-344a-4979-b138-a1f08e8e5967",QLDB,"Ares Infrastructure Debt Fund VI (USD U), LP",1
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"888417de-9c9a-4514-ab16-52d7f3e27595",QLDB,IK X Fund No.1 SCSp,391
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,d291b857-b24c-4d28-8a4d-05b4a2cb7fe2,Metachain,"Olympus Growth Fund VIII, L.P._24PE50",32
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,b7bc39c5-833e-41e6-8716-e5e078c866be,Metachain,Hellman & Friedman Fund XI,38
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"776d19a0-8263-42af-ad70-b08dff1c7a7e",Metachain,GSS 22 ,1
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"21fe86c0-4529-4548-90e6-dd754a4e0d12",QLDB,"TowerBrook Investors VI (Onshore), L.P.",8
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"0f29e43b-3940-4aff-b84a-b249cf6a879c",QLDB,Partners Group,74
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"837c7ee3-6185-4179-8826-e49152b1f05e",Metachain,"General Atlantic Investment Partners 2025, L.P._24PE50",45
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"8225dcf8-3f4d-4190-874e-c0852a8e5cba",Quorum,"Apollo Investment Fund X, L.P.",7
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"8225dcf8-3f4d-4190-874e-c0852a8e5cba",Metachain,"Apollo Investment Fund X, L.P.",88
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,a862f8b6-c177-4102-a6db-0ab8b06666e5,Metachain,Providence IX,70
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"5c1081bd-7da0-4829-b8e2-1a75b1f1247e",QLDB,"Cerberus Offshore Unlevered Loan Opportunities Fund V, Ltd..",14
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"5b9a8ae9-b41a-43de-aecb-1c71d460177e",Metachain,Blackstone Growth II L.P._24PE50,29
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"9797973e-3e6c-491d-89b9-bbb78f16f078",QLDB,"Silver Lake Partners VII, L.P.",20
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"962109a0-f0f1-4061-a7b1-c104e83eebb9",Metachain,PIMCO COF (Corporate Opportunities Fund) IV,33
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"5901ee59-2e6d-4b55-99ea-3f8a3f178150",QLDB,Genstar Capital Partners XI,21
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"81d7faa2-12e7-4362-a640-3216578956dc",Metachain,Carlyle Asia Partners VI,45
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"073c6706-65e5-46bb-9b2b-41a9f974f073",Metachain,"Bain Capital Europe Fund VI, SCSp",53
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"8225dcf8-3f4d-4190-874e-c0852a8e5cba",Metachain,Apollo Fund X,93
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"42d7a525-f52b-4bd7-b642-d86c2e28dc76",QLDB,Pemberton Senior Loan Fund II SCSp SICAV-RAIF (EUR),9
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"89ee2c73-271b-47d8-9429-3f225481ff0b",QLDB,Hg Genesis 10 A L.P.,11
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"9cded243-7303-43c7-8345-e8d87aac6e01",Metachain,Pemberton Strategic Credit Fund III (B),66
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"337237f7-c5ac-4624-9239-e8d976d46554",Metachain,TPG Asia VIII ,91
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"597ddac2-2b3e-4884-a526-8d482a0eb276",QLDB,Bain Capital GSS 2022 (B) SCSp,3
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"7784c529-00fc-41aa-97ee-80c325add9d4",Metachain,Montagu VII (A) SCSp,37
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"8b4562d7-0972-4421-aa4d-f44e676095bd",Metachain,"Carlyle Asia Partners VI, L.P._24PE50",22
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,c3344344-d3db-401e-a7db-74e4fbcd04d3,Metachain,Lindsay Goldberg VI-PCF L.P._24PE50,35
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,e1fbb8b8-ee3e-4f48-8812-87542a4a5657,QLDB,EQT X (NO.2) USD SCSP,17
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"404bb42d-5d70-4d26-85a9-d01963f11e45",Metachain,The Jordan Company Resolute Fund VI,2
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,e397934f-97b3-4940-a6d3-06b6de07d3d2,QLDB,Cinven Fund VIII,107
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,b1ca1a05-6e8c-45d3-b1fc-2a3286c35890,Quorum,"Bain Capital Asia Fund V, L.P.",5
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"77a941d0-a455-4331-87e1-2e9356adf9f0",Metachain,Advantage Buyout II ,10
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"36ee97bc-1cf4-42aa-ad9b-f2eeb31c34e3",Metachain,Blackstone Tactical Opportunities Fund IV L.P.,137
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"21fe86c0-4529-4548-90e6-dd754a4e0d12",Metachain,"TowerBrook Investors VI (Onshore), L.P.",96
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"888417de-9c9a-4514-ab16-52d7f3e27595",Metachain,IK X Fund No.1 SCSp,441
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"6709962e-45a6-4d74-9bde-bdcbcbd0f59e",Metachain,Blue Owl Technology Finance Corp.,49
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,f12499ba-77c1-4a69-a732-015a454c3b8a,Metachain,New Mountain VII,379
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,a8f090f6-9e10-4ad1-9cc0-44e4e89e3476,Metachain,"Churchill Middle Market Senior Loan Fund - Luxembourg SCSp, SICAV-RAIF",68
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"36855d59-5078-4dbd-a6b3-d28d6289ed38",QLDB,"Insight Partners XIII, L.P.",5
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"776d19a0-8263-42af-ad70-b08dff1c7a7e",Metachain,Fortress Lending IV,90
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,e7e11c28-10e3-454d-8d18-f751c4702019,Metachain,"L Catterton Fund X, L.P._24PE50",42
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"1f2afe21-554f-4ecd-ba27-64dee5899264",QLDB,"Kohlberg Investors X, L.P.",17
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"95fba225-4260-469f-97fa-428227e6f62b",Metachain,Bridgepoint Europe VII A LP,79
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,b1ca1a05-6e8c-45d3-b1fc-2a3286c35890,QLDB,Bain Asia V,94
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"597ddac2-2b3e-4884-a526-8d482a0eb276",Metachain,Bain Capital GSS 2022 (B) SCSp,104
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"8083b6f3-2ef0-49bf-b589-d314572ad885",Metachain,PAI Partners Europe VIII ,153
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"5e89c147-399d-4c52-9392-57ffd2569b58",Metachain,Providence Equity Partners IX-A S.C.SP.,62
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,dea5cbca-371f-482e-a795-9ca3727a7a1f,QLDB,Blackrock European Direct Lending IV,6
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,ca977014-111d-46e1-b301-e4fe0f43b9f7,QLDB,"17Capital Strategic Lending Fund 6 USD SCSp",18
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,b1ca1a05-6e8c-45d3-b1fc-2a3286c35890,Quorum,Bain Asia V,90
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"96b467da-d494-459b-ae28-b9983960a9ef",Metachain,IK X Fund No.1 SCSp_24PE50,30
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"7784c529-00fc-41aa-97ee-80c325add9d4",QLDB,Montagu VII,10
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"776d19a0-8263-42af-ad70-b08dff1c7a7e",QLDB,GSS 22 ,1
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"158f1635-4329-4611-bbce-3e392efc59f5",Metachain,"American Securities Partners IX, L.P._24PE50",11
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"435d5b2b-7e57-4533-baa4-fa1cf9a5b96c",Metachain,Triton Fund 6 SCSp_24PE50,58
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"9cded243-7303-43c7-8345-e8d87aac6e01",QLDB,Strategic Client Fund 3,9
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"1b999d68-b747-4d49-bca2-97ea8dcfd24e",Metachain,PIMCOS Specialty Finance Income Fund (SpecFIn),1
